Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
530215,,KINGSINFR,KINGS INFRA VENTURES LIMITED,Active,X ,10.0,INE050N01010,Realty,Equity
530219,,NUTRICIRCLE,NUTRICIRCLE LTD,Active,X ,10.0,INE536C01029,Other Apparels & Accessories,Equity
530231,,SUBSM,SUBHASH SILK MILLS LTD,Active,XT,10.0,INE690D01014,Textiles,Equity
530233,,AUROLAB,AURO LABORATORIES LTD,Active,X ,10.0,INE292C01011,Pharmaceuticals,Equity
530235,,KJMCFIN,KJMC FINANCIAL SERVICES LTD,Active,X ,10.0,INE533C01018,Finance (including NBFCs),Equity
530239,,SUVEN,SUVEN LIFE SCIENCES LTD,Active,A ,1.0,INE495B01038,Pharmaceuticals,Equity
530245,,ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD,Active,X ,10.0,INE032E01017,Finance (including NBFCs),Equity
530249,,BRIDGESE,BRIDGE SECURITIES LTD,Active,X ,10.0,INE958C01017,Other Financial Services,Equity
530253,,RAJTUBE,RAJASTHAN TUBE MANUFACTURING COLTD,Active,X ,10.0,INE497E01012,Iron & Steel Products,Equity
530259,,INTSTOIL,INTER STATE OIL CARRIER LTD,Active,X ,10.0,INE003B01014,Surface Transportation,Equity
530263,,GLOBALCA,GLOBAL CAPITAL MARKETS LTD,Active,Z ,10.0,INE062C01034,Finance (including NBFCs),Equity
530265,,SAINIK,SAINIK FINANCE  INDUSTRIES LTD,Active,X ,10.0,INE584B01013,Cement & Cement Products,Equity
530267,,SABOOBR,SABOO BROTHERS LTD,Active,XT,10.0,INE021N01011,Industrial Machinery,Equity
530271,,RICHUNV,RICH UNIVERSE NETWORK LTD,Active,XT,10.0,INE652D01014,Finance (including NBFCs),Equity
530281,,QUANTDIA,QUANTUM DIGITAL VISION INDIA LTD,Active,XT,10.0,INE373C01019,Containers & Packaging,Equity
530289,,SPCAPIT,SP CAPITAL FINANCING LTD,Active,X ,10.0,INE102F01015,Misc.Commercial Services,Equity
530291,,PAOS,PAOS INDUSTRIES LTD,Active,X ,10.0,INE791C01012,Edible Oils,Equity
530299,,KOTHARIPRO,KOTHARI PRODUCTS LTD,Active,B ,10.0,INE823A01017,Comm.Trading  & Distribution,Equity
530305,,PICCADIL,PICCADILY AGRO INDUSTRIES LTD,Active,X ,10.0,INE546C01010,Sugar,Equity
530307,,CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD,Active,X ,2.0,INE419D01026,Other Agricultural Products,Equity
530309,,CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD,Active,X ,10.0,INE368D01017,Comm.Trading  & Distribution,Equity
530313,,KIMIABL,KIMIA BIOSCIENCES LTD,Active,X ,1.0,INE285U01025,Pharmaceuticals,Equity
530315,,HINDTIN,HINDUSTAN TIN WORKS LTD,Active,X ,10.0,INE428D01019,Containers & Packaging,Equity
530317,,GODAVARI,GODAVARI DRUGS LTD,Active,X ,10.0,INE362C01012,Pharmaceuticals,Equity
530331,,PREMCO,PREMCO GLOBAL LTD,Active,X ,10.0,INE001E01012,Textiles,Equity
530341,,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD,Active,X ,10.0,INE596B01017,Other Financial Services,Equity
530343,,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD,Active,B ,1.0,INE955D01029,Other Elect.Equip./ Prod.,Equity
530355,,ASIANENE,ASIAN ENERGY SERVICES LTD,Active,X ,10.0,INE276G01015,Oil Equipment & Services,Equity
530357,,KBSINDIA,KBS INDIA LIMITED,Active,X ,10.0,INE883D01015,Other Financial Services,Equity
530361,,SEAGOLD,SEA GOLD AQUA FARMS LTD,Active,P ,10.0,INE428P01013,Packaged Foods,Equity
530363,,UGARSUGAR,UGAR SUGAR WORKS LTD,Active,B ,1.0,INE071E01023,Sugar,Equity
530365,,ORIENTBELL,ORIENT BELL LIMITED,Active,B ,10.0,INE607D01018,Furniture-Furnishing-Paints,Equity
530367,,NRBBEARING,NRB BEARINGS LTD,Active,A ,2.0,INE349A01021,Industrial Machinery,Equity
530369,,VAMSHIRU,VAMSHI RUBBER LTD,Active,X ,10.0,INE380C01014,Auto Tyres & Rubber Products,Equity
530377,,NILA,NILA INFRASTRUCTURES LTD,Active,T ,1.0,INE937C01029,Construction & Engineering,Equity
530393,,DBSTOCKBRO,DB INTERNATIONAL STOCK BROKERS LTD,Active,B ,2.0,INE921B01025,Other Financial Services,Equity
530401,,VINYOFL,VINYOFLEX LTD,Active,XT,10.0,INE526H01011,Commodity Chemicals,Equity
530405,,JINDCAP,JINDAL CAPITAL LTD,Active,X ,10.0,INE356F01017,Other Financial Services,Equity
530407,,EPIC,EPIC ENERGY LTD,Active,X ,10.0,INE932F01015,Finance (including NBFCs),Equity
530419,,SUMEDHA,SUMEDHA FISCAL SERVICES LTD,Active,X ,10.0,INE886B01012,Other Financial Services,Equity
530421,,KUWERIN,KUWER INDUSTRIES LTD,Active,X ,10.0,INE430F01010,Commodity Chemicals,Equity
530427,,CHOKSI,CHOKSI IMAGING LTD,Active,X ,10.0,INE865B01016,Photographic Products,Equity
530429,,ASHISHPO,ASHISH POLYPLAST LTD,Active,XT,10.0,INE831C01016,Plastic Products,Equity
530431,,ADORFO,ADOR FONTECH LTD,Active,X ,2.0,INE853A01022,Comm.Trading  & Distribution,Equity
530433,,SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD,Active,X ,10.0,INE960E01019,Fertilizers,Equity
530439,,SIDDHA,SIDDHA VENTURES LTD,Active,X ,10.0,INE140C01012,Finance (including NBFCs),Equity
530445,,SUMERUIND,SUMERU INDUSTRIES LTD,Active,XT,1.0,INE764B01029,Comm.Trading  & Distribution,Equity
530449,,RUNGTAIR,RUNGTA IRRIGATION LTD,Active,XT,10.0,INE347C01013,Plastic Products,Equity
530457,,CINERAD,CINERAD COMMUNICATIONS LTD,Active,X ,10.0,INE959B01017,Movies & Entertainment,Equity
530459,,VALSONQ,VALSON INDUSTRIES LTD,Active,X ,10.0,INE808A01018,Textiles,Equity
530461,,SABOOSOD,SABOO SODIUM CHLORO LTD,Active,XT,10.0,INE440C01016,Other Food Products,Equity
530469,,GSLSEC,GSL SECURITIES LTD,Active,X ,10.0,INE721D01017,Finance (including NBFCs),Equity
530475,,TINNARUBR,TINNA RUBBER AND INFRASTRUCTURE LIMITED,Active,X ,10.0,INE015C01016,Specialty Chemicals,Equity
530477,,VIKRAMTH,VIKRAM THERMO INDIA LTD,Active,X ,10.0,INE337E01010,Pharmaceuticals,Equity
530495,,STRATMONT,STRATMONT INDUSTRIES LTD,Active,Z ,10.0,INE473C01025,Comm.Trading  & Distribution,Equity
530499,,AKCAPIT,AKCAPITAL SERVICES LTD,Active,X ,10.0,INE701G01012,Finance (including NBFCs),Equity
530517,,RELAXO,RELAXO FOOTWEARS LTD,Active,A ,1.0,INE131B01039,Footwear,Equity
530521,,VIRAT,VIRAT INDUSTRIES LTD,Active,X ,10.0,INE467D01017,Other Apparels & Accessories,Equity
530525,,SHEETAL,SHEETAL DIAMONDS LTD,Active,XT,10.0,INE786J01017,Other Apparels & Accessories,Equity
530533,,TERAI,TERAI TEA COLTD,Active,X ,10.0,INE390D01011,Tea & Coffee,Equity
530537,,MANRAJH,MANRAJ HOUSING FINANCE LTD,Active,Z ,10.0,INE948I01015,Housing Finance ,Equity
530543,,MARG,MARG LTD,Active,Z ,10.0,INE941E01019,Realty,Equity
530545,,COSCO,COSCO INDIA LTD,Active,X ,10.0,INE949B01018,Diversified,Equity
530549,,SHILPAMED,SHILPA MEDICARE LTD,Active,A ,1.0,INE790G01031,Pharmaceuticals,Equity
530555,,PARACABLES,PARAMOUNT COMMUNICATIONS LTD,Active,B ,2.0,INE074B01023,Other Elect.Equip./ Prod.,Equity
530557,,NCLRESE,NCL RESEARCH  FINANCIAL SERVICES LTD,Active,X ,2.0,INE132F01020,Other Financial Services,Equity
530565,,SSLFINANCE,ARCHANA SOFTWARE LTD,Active,XT,10.0,INE149B01015,IT Software Products,Equity
530571,,EXPLICITFIN,EXPLICIT FINANCE LTD,Active,X ,10.0,INE335G01019,Misc.Commercial Services,Equity
530577,,LADDERUP,LADDERUP FINANCE LTD,Active,X ,10.0,INE519D01015,Finance (including NBFCs),Equity
530579,,UYFINCORP,U Y FINCORP LTD,Active,XT,5.0,INE152C01025,Finance (including NBFCs),Equity
530581,,EKAMLEA,EKAM LEASING  FINANCE COLTD,Active,X ,5.0,INE906L01025,Misc.Commercial Services,Equity
530585,,SWASTIKA,SWASTIKA INVESTMART LTD,Active,XT,10.0,INE691C01014,Other Financial Services,Equity
530589,,PRIMAPLA,PRIMA PLASTICS LTD,Active,X ,10.0,INE573B01016,Plastic Products,Equity
530595,,TELECANOR,TELECANOR GLOBAL LTD,Active,X ,10.0,INE381G01013,IT Software Products,Equity
530601,,JAGSONFI,JAGSONPAL FINANCE  LEASING LTD,Active,XT,10.0,INE582C01015,Finance (including NBFCs),Equity
530609,,CARNATIN,CARNATION INDUSTRIES LTD,Active,XT,10.0,INE081B01010,Other Industrial Products,Equity
530615,,GARGFUR,GARG FURNACE LTD,Active,XT,10.0,INE194E01015,Iron & Steel/Interm.Products,Equity
530617,,SAMPRE,SAMPRE NUTRITIONS LTD,Active,XT,10.0,INE375C01014,Packaged Foods,Equity
530621,,AAIL,AKAR AUTO INDUSTRIES LTD,Active,X ,5.0,INE864E01021,Industrial Machinery,Equity
530627,,VIPULORG,VIPUL ORGANICS LTD,Active,X ,10.0,INE834D01018,Specialty Chemicals,Equity
530643,,ECORECO,ECO RECYCLING LTD,Active,X ,10.0,INE316A01038,Electronic Components,Equity
530655,,GOODLUCK,GOODLUCK INDIA LTD,Active,B ,2.0,INE127I01024,Iron & Steel Products,Equity
530663,,GOYALASS,GOYAL ASSOCIATES LTD,Active,XT,1.0,INE912B01032,Other Financial Services,Equity
530665,,ZENITHHE,ZENITH HEALTH CARE LTD,Active,XT,1.0,INE812B01026,Pharmaceuticals,Equity
530669,,PRESOFI,PREM SOMANI FINANCIAL SERVICES LTD,Active,XT,10.0,INE035401012,Other Financial Services,Equity
530675,,YORKEXP,YORK EXPORTS LTD,Active,XT,10.0,INE057Q01018,Other Apparels & Accessories,Equity
530677,,SUPREME,SUPREME HOLDINGS  HOSPITALITY INDIA LTD,Active,X ,10.0,INE822E01011,Realty,Equity
530683,,PITHP,PITHAMPUR POLY PRODUCTS LTD,Active,P ,10.0,INE747D01012,Containers & Packaging,Equity
530689,,LYKISLTD,LYKIS LIMITED,Active,X ,10.0,INE624M01014,Personal Products,Equity
530695,,PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD,Active,X ,5.0,INE233C01023,Realty,Equity
530697,,ZENLABS,ZENLABS ETHICA LTD,Active,X ,10.0,INE546F01013,Misc.Commercial Services,Equity
530699,,RAJRAYON,RAJ RAYON INDUSTRIES LIMITED,Active,Z ,1.0,INE533D01024,Textiles,Equity
530705,,FLORATX,FLORA TEXTILES LTD,Active,P ,10.0,INE161F01011,Textiles,Equity
530709,,GOWRALE,GOWRA LEASING  FINANCE LTD,Active,XT,10.0,INE225G01012,Finance (including NBFCs),Equity
530711,,JAGANLAM,JAGAN LAMPS LTD,Active,X ,10.0,INE144C01014,Auto Parts & Equipment,Equity
530713,,AJEL,AJEL LTD,Active,Z ,10.0,INE229B01015,IT Consulting & Software,Equity
530715,,ALPSINDUS,ALPS INDUSTRIES LTD,Active,T ,10.0,INE093B01015,Textiles,Equity
530723,,ASITCFIN,ASIT CMEHTA FINANCIAL SERVICES LTD,Active,X ,10.0,INE041B01014,Other Financial Services,Equity
530733,,NOVAPUB,NOVA PUBLICATIONS INDIA LTD,Active,X ,10.0,INE900O01014,Publishing,Equity
530735,,SUPERBAK,SUPER BAKERS INDIA LTD,Active,X ,10.0,INE897A01011,Packaged Foods,Equity
530741,,OVOBELE,OVOBEL FOODS LTD,Active,P ,10.0,INE812S01012,Other Food Products,Equity
530747,,INDOASIAF,INDO ASIAN FINANCE LTD,Active,X ,10.0,INE807A01010,Finance (including NBFCs),Equity
530755,,CORNE,CORAL NEWSPRINTS LTD,Active,XT,10.0,INE715D01019,Paper & Paper Products,Equity
530759,,STERTOOLS,STERLING TOOLS LTD,Active,B ,2.0,INE334A01023,Auto Parts & Equipment,Equity
530765,,DEVKI,DEVKI LEASING  FINANCE LTD,Active,X ,10.0,INE510B01018,Finance (including NBFCs),Equity
530771,,KLGCAP,KLG CAPITAL SERVICES LTD,Active,X ,10.0,INE929C01018,Finance (including NBFCs),Equity
530777,,INFRAIND,INFRA INDUSTRIES LTD,Active,Z ,10.0,INE287D01019,Plastic Products,Equity
530779,,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT  SERVICES LTD,Active,X ,10.0,INE118C01018,Finance (including NBFCs),Equity
530783,,TRANSASIA,TRANS ASIA CORPORATION LTD,Active,XT,10.0,INE321C01018,Pharmaceuticals,Equity
530787,,INLANPR,INLAND PRINTERS LTD,Active,X ,2.0,INE055O01025,Comm.Printing/Stationery,Equity
530789,,CEEJAY,CEEJAY FINANCE LTD,Active,X ,10.0,INE358C01010,Finance (including NBFCs),Equity
530795,,SUNCITYSY,SUNCITY SYNTHETICS LTD,Active,XT,10.0,INE584D01019,Textiles,Equity
530797,,SHGANEL,SHREE GANESH ELASTOPLAST LTD,Active,XT,10.0,INE400N01017,Comm.Trading  & Distribution,Equity
530799,,ANNAINFRA,ANNA INFRASTRUCTURES LTD,Active,X ,10.0,INE336D01014,Finance (including NBFCs),Equity
530803,,BHAGIL,BHAGERIA INDUSTRIES LTD,Active,B ,5.0,INE354C01027,Commodity Chemicals,Equity
530805,,OIVL,ONESOURCE IDEAS VENTURE LTD,Active,X ,10.0,INE125F01024,Consulting Services,Equity
530809,,BNRUDY,BNR UDYOG LTD,Active,X ,10.0,INE355C01016,BPO/KPO,Equity
530813,,KRBL,KRBL LTD,Active,A ,1.0,INE001B01026,Packaged Foods,Equity
530815,,REFNOL,REFNOL RESINS  CHEMICALS LTD,Active,X ,10.0,INE428C01011,Commodity Chemicals,Equity
530821,,SSPDL,SSPDL LTD,Active,X ,10.0,INE838C01011,Realty,Equity
530825,,DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD,Active,X ,10.0,INE789B01018,Specialty Chemicals,Equity
530829,,CILSEC,CIL SECURITIES LTD,Active,X ,10.0,INE830A01012,Finance (including NBFCs),Equity
530839,,CLIOINFO,CLIO INFOTECH LTD,Active,X ,10.0,INE011B01017,IT Software Products,Equity
530841,,SHRIBCL,SHRI BHOLANATH CARPETS LTD,Active,P ,10.0,INE151F01012,Furniture-Furnishing-Paints,Equity
530843,,CUPID,CUPID LTD,Active,B ,10.0,INE509F01011,Personal Products,Equity
530845,,SUNSHIEL,SUNSHIELD CHEMICALS LTD,Active,X ,10.0,INE199E01014,Commodity Chemicals,Equity
530853,,HIPOLIN,HIPOLIN LTD,Active,XT,10.0,INE963A01011,Household Products,Equity
530855,,GDLLEAS,GDL LEASING  FINANCE LTD,Active,XT,10.0,INE545E01018,Finance (including NBFCs),Equity
530871,,CHEMBOND,CHEMBOND CHEMICALS LTD,Active,B ,5.0,INE995D01025,Specialty Chemicals,Equity
530879,,CIFL,CAPITAL INDIA FINANCE LTD,Active,X ,10.0,INE345H01016,Finance (including NBFCs),Equity
530881,,ABVL,ARUNJYOTI BIO VENTURES LTD,Active,XT,10.0,INE485K01014,Other Financial Services,Equity
530883,,SUCROSA,SUPER CROP SAFE LTD,Active,XT,2.0,INE366G01022,Agrochemicals,Equity
530889,,ALKA,ALKA INDIA LTD,Active,XT,1.0,INE061B01020,Textiles,Equity
530897,,NGIND,NGINDUSTRIES LTD,Active,X ,10.0,INE825C01018,Healthcare Services,Equity
530899,,ASIAPAK,ASIA PACK LTD,Active,X ,10.0,INE784M01016,Textiles,Equity
530905,,SAINDUS,SAI INDUSTRIES LTD,Active,P ,10.0,INE213S01013,Finance (including NBFCs),Equity
530909,,ERPSOFT,ERP SOFT SYSTEMS LTD,Active,XT,10.0,INE308B01017,Misc.Commercial Services,Equity
530915,,JRFOODS,JRFOODS LTD,Active,XT,10.0,INE989E01018,Edible Oils,Equity
530917,,RRSECUR,RRSECURITIES LTD,Active,P ,10.0,INE474H01014,Misc.Commercial Services,Equity
530919,,REMSONSIND,REMSONS INDUSTRIES LTD,Active,B ,10.0,INE474C01015,Auto Parts & Equipment,Equity
530925,,RAMSONS,RAMSONS PROJECTS LTD,Active,XT,10.0,INE609D01014,Finance (including NBFCs),Equity
530929,,EUROASIA,EURO ASIA EXPORTS LTD,Active,P ,10.0,INE535P01015,Comm.Trading  & Distribution,Equity
530931,,STANPACK,STANPACKS INDIA LTD,Active,X ,10.0,INE457D01018,Containers & Packaging,Equity
530943,,SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD,Active,T ,10.0,INE416A01036,Movies & Entertainment,Equity
530951,,RAMINFO,RAMINFO LIMITED,Active,X ,10.0,INE357B01022,IT Software Products,Equity
530953,,SUNILAGR,SUNIL AGRO FOODS LTD,Active,X ,10.0,INE224D01012,Packaged Foods,Equity
530959,,DIANATEA,DIANA TEA COLTD,Active,X ,5.0,INE012E01035,Tea & Coffee,Equity
530961,,VIKASECO,VIKAS ECOTECH LTD,Active,B ,1.0,INE806A01020,Specialty Chemicals,Equity
530965,,IOC,INDIAN OIL CORPORATION LTD,Active,A ,10.0,INE242A01010,Oil Marketing & Distribution,Equity
530973,,ALFAICA,ALFA ICA INDIA LTD,Active,XT,10.0,INE042C01010,Plastic Products,Equity
530977,,SKCIL,SHRI KESHAV CEMENTS AND INFRA LTD,Active,XT,10.0,INE260E01014,Cement & Cement Products,Equity
530979,,INDIAHOME,INDIA HOME LOAN LTD,Active,X ,10.0,INE274E01015,Housing Finance ,Equity
530985,,JPTSEC,JPT SECURITIES LTD,Active,XT,10.0,INE630C01012,Finance (including NBFCs),Equity
530991,,ROOPAIND,ROOPA INDUSTRIES LTD,Active,X ,10.0,INE443C01010,Pharmaceuticals,Equity
530993,,SARTHAKGL,SARTHAK GLOBAL LTD,Active,XT,10.0,INE075H01019,Comm.Trading  & Distribution,Equity
530997,,UNIQUEO,UNIQUE ORGANICS LTD,Active,X ,10.0,INE333E01019,Other Agricultural Products,Equity
530999,,BALAMINES,BALAJI AMINES LTD,Active,A ,2.0,INE050E01027,Specialty Chemicals,Equity
531003,,SWRNASE,SWARNA SECURITIES LTD,Active,X ,10.0,INE595G01018,Finance (including NBFCs),Equity
531017,,ARISE,ARIHANTS SECURITIES LTD,Active,X ,10.0,INE190D01015,Misc.Commercial Services,Equity
531025,,VISAGAR,VISAGAR FINANCIAL SERVICES LTD,Active,XT,2.0,INE309H01020,Other Financial Services,Equity
531027,,LIBORD,LIBORD SECURITIES LTD,Active,XT,10.0,INE267E01019,Other Financial Services,Equity
531033,,REGAL,REGAL ENTERTAINMENT  CONSULTANTS LTD,Active,X ,10.0,INE101E01010,Finance (including NBFCs),Equity
531035,,JRELTD,JUSTRIDE ENTERPRISES LTD,Active,P ,10.0,INE432F01024,2/3 Wheelers,Equity
531041,,COMPEAU,COMPETENT AUTOMOBILES COLTD,Active,X ,10.0,INE823B01015,Comm.Trading  & Distribution,Equity
531043,,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD,Active,XT,10.0,INE239F01015,Healthcare Services,Equity
531049,,NEELKAN,NEELKANTH ROCKMINERALS LTD,Active,Z ,10.0,INE741D01015,Construction Materials,Equity
531051,,VINTAGES,VINTAGE SECURITIES LTD,Active,X ,10.0,INE153C01015,Finance (including NBFCs),Equity
531065,,OSWALOR,OSWAL OVERSEAS LTD,Active,XT,5.0,INE906K01027,Sugar,Equity
531067,,CONTILI,CONTIL INDIA LTD,Active,X ,10.0,INE080G01011,Finance (including NBFCs),Equity
531069,,VIJSOLX,VIJAY SOLVEX LTD,Active,XT,10.0,INE362D01010,Edible Oils,Equity
531080,,SHRIKRISH,SHRI KRISHNA DEVCON LTD,Active,X ,10.0,INE997I01012,Realty,Equity
531082,,ALANKIT,ALANKIT LTD,Active,B ,1.0,INE914E01040,Misc.Commercial Services,Equity
531083,,NIHARINF,NIHAR INFO GLOBAL LTD,Active,XT,10.0,INE876E01033,IT Software Products,Equity
531091,,UNITDCR,UNITED CREDIT LTD,Active,X ,10.0,INE858C01027,Finance (including NBFCs),Equity
531092,,OMINFRAL,OM INFRA LTD,Active,B ,1.0,INE239D01028,Construction & Engineering,Equity
531099,,RUBRAME,RUBRA MEDICAMENTS LTD,Active,X ,10.0,INE396H01019,Pharmaceuticals,Equity
531109,,ISHANCH,ISHAN DYES  CHEMICALS LTD,Active,X ,10.0,INE561M01018,Specialty Chemicals,Equity
531111,,GOTHIPL,GOTHI PLASCON INDIA LTD,Active,P ,10.0,INE538G01018,Houseware,Equity
531112,,BALUFORGE,BALU FORGE INDUSTRIES LTD,Active,XT,10.0,INE011E01029,Industrial Machinery,Equity
531119,,CEENIK,CEENIK EXPORTS INDIA LTD,Active,X ,10.0,INE418D01010,Other Apparels & Accessories,Equity
531120,,PATELENG,PATEL ENGINEERING LTD,Active,A ,1.0,INE244B01030,Construction & Engineering,Equity
531126,,VIRTUALS,VIRTUALSOFT SYSTEMS LTD,Active,XT,10.0,INE237C01016,IT Software Products,Equity
531127,,MENAMANI,MENA MANI INDUSTRIES LTD,Active,X ,10.0,INE148B01025,Finance (including NBFCs),Equity
531129,,INANI,INANI MARBLES  INDUSTRIES LTD,Active,X ,2.0,INE635D01027,Construction Materials,Equity
531137,,GEMSI,GEMSTONE INVESTMENTS LTD,Active,X ,1.0,INE503D01027,Misc.Commercial Services,Equity
531146,,MEDICAMEQ,MEDICAMEN BIOTECH LTD,Active,X ,10.0,INE646B01010,Pharmaceuticals,Equity
531147,,ALICON,ALICON CASTALLOY LIMITED,Active,B ,5.0,INE062D01024,Auto Parts & Equipment,Equity
531153,,DILIGENT,DILIGENT INDUSTRIES LTD,Active,X ,5.0,INE650C01028,Edible Oils,Equity
531155,,EPSOMPRO,EPSOM PROPERTIES LTD,Active,X ,10.0,INE601F01016,Pharmaceuticals,Equity
531156,,ALFAVIO,ALFAVISION OVERSEAS INDIA LTD,Active,XT,10.0,INE883B01019,Finance (including NBFCs),Equity
531157,,ORGCOAT,ORGANIC COATINGS LTD,Active,XT,10.0,INE412E01011,Specialty Chemicals,Equity
531158,,CATVISION,CATVISION LIMITED,Active,XT,10.0,INE660B01011,Comm.Trading  & Distribution,Equity
531161,,ABMKNO,ABM KNOWLEDGEWARE LTD,Active,X ,5.0,INE850B01026,IT Software Products,Equity
531162,,EMAMILTD,EMAMI LTD,Active,A ,1.0,INE548C01032,Personal Products,Equity
531163,,KEMISTAR,KEMISTAR CORPORATION LIMITED,Active,X ,10.0,INE971L01029,Specialty Chemicals,Equity
531164,,LADIAMO,LASER DIAMONDS LTD,Active,P ,10.0,INE995E01015,Other Apparels & Accessories,Equity
531169,,SKPSEC,SKP SECURITIES LTD,Active,X ,10.0,INE709B01016,Finance (including NBFCs),Equity
531172,,PRANAVSP,PRANAVADITYA SPINNING MILLS LTD,Active,X ,10.0,INE569D01028,Textiles,Equity
531173,,SYSCHEM,SYSCHEM INDIA LTD,Active,X ,10.0,INE121D01036,Pharmaceuticals,Equity
531176,,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD,Active,X ,10.0,INE186C01015,Finance (including NBFCs),Equity
531178,,HEMANG,HEMANG RESOURCES LTD,Active,X ,10.0,INE930A01010,Comm.Trading  & Distribution,Equity
531179,,ARMANFIN,ARMAN FINANCIAL SERVICES LTD,Active,A ,10.0,INE109C01017,Finance (including NBFCs),Equity
531190,,TAVERNIER,TAVERNIER RESOURCES LIMI,Active,X ,10.0,INE355H01015,Comm.Trading  & Distribution,Equity
531192,,MIDINFRA,MIDAS INFRA TRADE LIMITED,Active,XT,1.0,INE290M01022,Finance (including NBFCs),Equity
531196,,GAGANPO,GAGAN POLYCOT INDIA LTD,Active,X ,10.0,INE297L01011,Comm.Trading  & Distribution,Equity
531198,,DHANADACO,DHANADA CORPORATION LTD,Active,XT,1.0,INE041F01015,Hotels,Equity
531199,,GLANCE,GLANCE FINANCE LTD,Active,X ,10.0,INE580D01017,Finance (including NBFCs),Equity
531201,,SHILCTECH,SHILCHAR TECHNOLOGIES LTD,Active,X ,10.0,INE024F01011,Other Elect.Equip./ Prod.,Equity
531203,,BRANDREAL,BRAND REALTY SERVICES LTD,Active,XT,10.0,INE819G01012,Consulting Services,Equity
531205,,KANSAFB,KANSAL FIBRES LTD,Active,P ,10.0,INE179O01015,Comm.Trading  & Distribution,Equity
531209,,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD,Active,A ,10.0,INE096B01018,IT Software Products,Equity
531210,,COLINZ,COLINZ LABORATORIES LTD,Active,XT,10.0,INE923C01011,Pharmaceuticals,Equity
531211,,WELLNESS,WELLNESS NONI LTD,Active,P ,10.0,INE571H01017,Other Financial Services,Equity
531212,,NALINLEA,NALIN LEASE FINANCE LTD,Active,X ,10.0,INE606C01012,Finance (including NBFCs),Equity
531213,,MANAPPURAM,MANAPPURAM FINANCE LTD,Active,A ,2.0,INE522D01027,Finance (including NBFCs),Equity
531215,,RTSPOWR,RTS POWER CORPORATION LTD,Active,X ,10.0,INE005C01017,Other Elect.Equip./ Prod.,Equity
531216,,COMFINTE,COMFORT INTECH LTD,Active,X ,10.0,INE819A01031,Finance (including NBFCs),Equity
531221,,MAYURFL,MAYUR FLOORINGS LTD,Active,XT,10.0,INE262W01012,Construction Materials,Equity
531223,,ANJANI,ANJANI SYNTHETICS LTD,Active,X ,10.0,INE364D01032,Textiles,Equity
531225,,XTGLOBAL,XTGLOBAL INFOTECH LTD,Active,X ,1.0,INE547B01028,IT Software Products,Equity
531227,,DECOMIC,DECOMICA LTD,Active,P ,10.0,INE907E01010,Commodity Chemicals,Equity
531228,,RANDER,RANDER CORPORATION LTD,Active,X ,10.0,INE821D01031,Finance (including NBFCs),Equity
531233,,RASIELEC,RASI ELECTRODES LTD,Active,X ,2.0,INE822D01021,Other Industrial Goods,Equity
531234,,VICTORYPP,VICTORY PAPER  BOARDS INDIA LTD,Active,X ,10.0,INE962E01015,Paper & Paper Products,Equity
531235,,CITIPOR,CITIPORT FINANCIAL SERVICES LTD,Active,XT,10.0,INE494D01011,Finance (including NBFCs),Equity
531237,,DHRUVCA,DHRUVA CAPITAL SERVICES LTD,Active,X ,10.0,INE972E01014,Finance (including NBFCs),Equity
531241,,LINCPENQ,LINC PEN  PLASTICS LTD,Active,B ,10.0,INE802B01019,Non-Durable Household Prod.,Equity
531246,,PRIMAIN,PRIMA INDUSTRIES LTD,Active,XT,10.0,INE723N01012,Edible Oils,Equity
531252,,ANERI,ANERI FINCAP LTD,Active,X ,10.0,INE720D01019,Finance (including NBFCs),Equity
531253,,INDGELA,INDIA GELATINE  CHEMICALS LTD,Active,X ,10.0,INE342D01012,Specialty Chemicals,Equity
531254,,OPTIFIN,OPTIMUS FINANCE LTD,Active,XT,10.0,INE031G01014,Finance (including NBFCs),Equity
531255,,PARAGONF,PARAGON FINANCE LTD,Active,X ,10.0,INE015E01012,Finance (including NBFCs),Equity
531257,,PRATIKSH,PRATIKSHA CHEMICALS LTD,Active,X ,10.0,INE530D01012,Specialty Chemicals,Equity
531259,,ESHAMEDIA,ESHA MEDIA RESEARCH LIMITED,Active,XT,10.0,INE328F01016,Advertising & Media,Equity
531260,,SUNEDISON,SUNEDISON INFRASTRUCTURE LTD,Active,XT,10.0,INE332F01018,Electric Utilities,Equity
531265,,PROGREXV,PROGREX VENTURES LTD,Active,XT,10.0,INE421E01012,Other Food Products,Equity
